File,Line_number,SRC
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,95,return new SubtreeMatcher(parse(xpath.substring(1)));
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,97,int slash = xpath.indexOf('/', 1);
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,98,if (slash == -1) {
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,99,slash = xpath.length();
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,101,String name = xpath.substring(1, slash);
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,102,String prefix = null;
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,103,int colon = name.indexOf(':');
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,104,if (colon != -1) {
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,105,prefix = name.substring(0, colon);
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,106,name = name.substring(colon + 1);
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,108,if (prefixes.containsKey(prefix)) {
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,109,return new NamedElementMatcher(
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,110,prefixes.get(prefix), name,
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,111,parse(xpath.substring(slash)));
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,113,return Matcher.FAIL;
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,116,return Matcher.FAIL;
tika-parsers/src/main/java/org/apache/tika/parser/pkg/ZipContainerDetector.java,330,add(Pattern.compile("^Payload/.*\\.app/CodeResources$"));
tika-parsers/src/main/java/org/apache/tika/parser/pkg/ZipContainerDetector.java,333,add(Pattern.compile("^Payload/.*\\.app/ResourceRules\\.plist$"));
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,312,NodeList nodes = element.getElementsByTagName("parser");
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,313,for (int i = 0; i < nodes.getLength(); i++) {
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,314,Element node = (Element) nodes.item(i);
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParser.java,161,String[] cmd = new String[command.length];
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParser.java,162,System.arraycopy(command, 0, cmd, 0, command.length);
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParser.java,175,Process process;
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParser.java,260,new Thread() {
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParser.java,279,new Thread() {
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParser.java,292,new Thread() {
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParser.java,337,int result = process.waitFor();
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParsersConfigReader.java,187,StringTokenizer st = new StringTokenizer(errs);
tika-core/src/main/java/org/apache/tika/parser/external/ExternalParsersConfigReader.java,204,return ExternalParser.check(command, errVals);
tika-parsers/src/main/java/org/apache/tika/parser/image/ImageParser.java,114,if (!(e.getMessage().equals("Unexpected block type 0!") && type.equals("image/gif"))) {
tika-parsers/src/main/java/org/apache/tika/parser/microsoft/ooxml/OOXMLExtractorFactory.java,114,if (e.getMessage().startsWith("No supported documents found")) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,19,import static org.apache.tika.sax.XHTMLContentHandler.XHTML;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,30,import javax.xml.XMLConstants;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,31,import javax.xml.namespace.QName;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,32,import javax.xml.parsers.ParserConfigurationException;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,33,import javax.xml.parsers.SAXParser;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,34,import javax.xml.parsers.SAXParserFactory;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,59,ElementMappingContentHandler {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,60,private final ContentHandler handler;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,61,private final BitSet textNodeStack = new BitSet();
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,62,private int nodeDepth = 0;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,63,private int completelyFiltered = 0;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,64,private Stack<String> headingStack = new Stack<String>();
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,66,private OpenDocumentElementMappingContentHandler(ContentHandler handler,
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,67,Map<QName, TargetElement> mappings) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,68,super(handler, mappings);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,69,this.handler = handler;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,74,throws SAXException {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,76,if (completelyFiltered == 0 && nodeDepth > 0
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,77,&& textNodeStack.get(nodeDepth - 1)) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,78,super.characters(ch,start,length);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,84,private boolean needsCompleteFiltering(
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,85,String namespaceURI, String localName) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,86,if (TEXT_NS.equals(namespaceURI)) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,88,|| localName.endsWith("-style");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,97,private String getXHTMLHeaderTagName(Attributes atts) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,98,String depthStr = atts.getValue(TEXT_NS, "outline-level");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,99,if (depthStr == null) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,100,return "h1";
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,103,int depth = Integer.parseInt(depthStr);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,104,if (depth >= 6) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,105,return "h6";
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,107,return "h1";
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,109,return "h" + depth;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,116,private boolean isTextNode(String namespaceURI, String localName) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,117,if (TEXT_NS.equals(namespaceURI) && !localName.equals("page-number") && !localName.equals("page-count")) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,118,return true;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,120,if (SVG_NS.equals(namespaceURI)) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,121,return "title".equals(localName) ||
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,124,return false;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,128,public void startElement(
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,129,String namespaceURI, String localName, String qName,
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,136,assert nodeDepth >= 0;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,138,textNodeStack.set(nodeDepth++,
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,139,isTextNode(namespaceURI, localName));
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,141,assert completelyFiltered >= 0;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,143,if (needsCompleteFiltering(namespaceURI, localName)) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,144,completelyFiltered++;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,147,if (completelyFiltered == 0) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,150,if (TEXT_NS.equals(namespaceURI) && "h".equals(localName)) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,152,handler.startElement(XHTMLContentHandler.XHTML, el, el, EMPTY_ATTRIBUTES);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,161,public void endElement(
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,163,throws SAXException {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,165,if (completelyFiltered == 0) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,168,if (TEXT_NS.equals(namespaceURI) && "h".equals(localName)) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,169,final String el = headingStack.pop();
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,170,handler.endElement(XHTMLContentHandler.XHTML, el, el);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,172,super.endElement(namespaceURI,localName,qName);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,178,|| "tab".equals(localName))) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,179,this.characters(TAB, 0, TAB.length);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,184,if (needsCompleteFiltering(namespaceURI,localName)) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,185,completelyFiltered--;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,187,assert completelyFiltered >= 0;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,190,nodeDepth--;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,191,assert nodeDepth >= 0;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,195,public void startPrefixMapping(String prefix, String uri) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,200,public void endPrefixMapping(String prefix) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,205,public static final String TEXT_NS =
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,225,protected static final char[] TAB = new char[] { '\t' };
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,235,new HashMap<QName, TargetElement>();
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,277,final HashMap<QName,QName> aAttsMapping =
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,278,new HashMap<QName,QName>();
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,298,final HashMap<QName,QName> tableCellAttsMapping =
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,299,new HashMap<QName,QName>();
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,329,new XHTMLContentHandler(handler,metadata),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,330,metadata, context);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,54,private static final String META_NS = "urn:oasis:names:tc:opendocument:xmlns:meta:1.0";
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,62,private static final Property TRANSITION_INITIAL_CREATOR_TO_INITIAL_AUTHOR =
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,63,Property.composite(Office.INITIAL_AUTHOR,
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,64,new Property[] { Property.externalText("initial-creator") });
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,79,new MatchingContentHandler(new MetadataHandler(md, property), matcher);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,90,new AttributeDependantMetadataHandler(md, "meta:name", Metadata.USER_DEFINED_METADATA_NAME_PREFIX),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,91,matcher);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,98,META_XPATH.parse("//meta:document-statistic/@meta:"+attribute);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,100,new AttributeMetadataHandler(META_NS, attribute, md, name), matcher);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,104,ContentHandler ch, Metadata md, Property property, String attribute) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,105,Matcher matcher =
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,106,META_XPATH.parse("//meta:document-statistic/@meta:"+attribute);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,107,ContentHandler branch = new MatchingContentHandler(
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,108,new AttributeMetadataHandler(META_NS, attribute, md, property), matcher);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,109,return new TeeContentHandler(ch, branch);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,140,ch = getMeta(ch, md, Property.externalText(MSOffice.EDIT_TIME), "editing-duration");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,149,ch = getStatistic(ch, md, Office.OBJECT_COUNT,  "object-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,150,ch = getStatistic(ch, md, Office.IMAGE_COUNT,   "image-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,151,ch = getStatistic(ch, md, Office.PAGE_COUNT,    "page-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,152,ch = getStatistic(ch, md, PagedText.N_PAGES,    "page-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,153,ch = getStatistic(ch, md, Office.TABLE_COUNT,   "table-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,155,ch = getStatistic(ch, md, Office.WORD_COUNT,      "word-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,160,ch = getStatistic(ch, md, MSOffice.OBJECT_COUNT,  "object-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,161,ch = getStatistic(ch, md, MSOffice.IMAGE_COUNT,   "image-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,162,ch = getStatistic(ch, md, MSOffice.PAGE_COUNT,    "page-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,163,ch = getStatistic(ch, md, MSOffice.TABLE_COUNT,   "table-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,165,ch = getStatistic(ch, md, MSOffice.WORD_COUNT,      "word-count");
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,191,if (odfSubject != null && !odfSubject.equals("") &&
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,52,Collections.unmodifiableSet(new HashSet<MediaType>(Arrays.asList(
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,53,MediaType.application("vnd.sun.xml.writer"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,54,MediaType.application("vnd.oasis.opendocument.text"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,55,MediaType.application("vnd.oasis.opendocument.graphics"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,56,MediaType.application("vnd.oasis.opendocument.presentation"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,57,MediaType.application("vnd.oasis.opendocument.spreadsheet"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,58,MediaType.application("vnd.oasis.opendocument.chart"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,59,MediaType.application("vnd.oasis.opendocument.image"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,60,MediaType.application("vnd.oasis.opendocument.formula"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,61,MediaType.application("vnd.oasis.opendocument.text-master"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,62,MediaType.application("vnd.oasis.opendocument.text-web"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,63,MediaType.application("vnd.oasis.opendocument.text-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,64,MediaType.application("vnd.oasis.opendocument.graphics-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,65,MediaType.application("vnd.oasis.opendocument.presentation-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,66,MediaType.application("vnd.oasis.opendocument.spreadsheet-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,67,MediaType.application("vnd.oasis.opendocument.chart-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,68,MediaType.application("vnd.oasis.opendocument.image-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,69,MediaType.application("vnd.oasis.opendocument.formula-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,70,MediaType.application("x-vnd.oasis.opendocument.text"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,71,MediaType.application("x-vnd.oasis.opendocument.graphics"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,72,MediaType.application("x-vnd.oasis.opendocument.presentation"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,73,MediaType.application("x-vnd.oasis.opendocument.spreadsheet"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,74,MediaType.application("x-vnd.oasis.opendocument.chart"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,75,MediaType.application("x-vnd.oasis.opendocument.image"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,76,MediaType.application("x-vnd.oasis.opendocument.formula"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,77,MediaType.application("x-vnd.oasis.opendocument.text-master"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,78,MediaType.application("x-vnd.oasis.opendocument.text-web"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,79,MediaType.application("x-vnd.oasis.opendocument.text-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,80,MediaType.application("x-vnd.oasis.opendocument.graphics-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,81,MediaType.application("x-vnd.oasis.opendocument.presentation-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,82,MediaType.application("x-vnd.oasis.opendocument.spreadsheet-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,83,MediaType.application("x-vnd.oasis.opendocument.chart-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,84,MediaType.application("x-vnd.oasis.opendocument.image-template"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,85,MediaType.application("x-vnd.oasis.opendocument.formula-template"))));
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,127,zipFile = new ZipFile(tis.getFile());
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,143,EndDocumentShieldingContentHandler handler =
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,144,new EndDocumentShieldingContentHandler(xhtml);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,174,if(handler.getEndDocumentWasCalled()) {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentParser.java,175,handler.reallyEndDocument();
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlParser.java,53,MediaType.application("xhtml+xml"),
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlParser.java,54,MediaType.application("vnd.wap.xhtml+xml"),
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlParser.java,55,MediaType.application("x-asp"))));
